,Unnamed: 0,can,active,decoy,other,score,time
46,46,CN4C(=O)N(c2cc(NC(=O)c1cccc(C(F)(F)F)c1)ccc2C)Cc5cnc(Nc3ccc(C)nc3)nc45,1,0,0,-10.933333333333332,34.23513865470886
47,47,Nc2nc(Nc1ccc(S(N)(=O)=O)cc1)nn2C(=O)c3c(F)cccc3F,1,0,0,-10.4,21.30520725250244
48,48,Cc5cn(c4cc(NC(=O)c3ccc(C)c(\C=C\n1cnc2c(N)ncnc12)c3)cc(C(F)(F)F)c4)cn5,1,0,0,-10.799999999999999,37.834874391555786
49,49,NCc4ccc(c3cn2c(c1cn[nH]c1)cnc2cn3)cc4,1,0,0,-8.466666666666667,14.291220664978027
50,50,C7CCN(C6CCN(c5ccc4[nH]c(c2[nH]nc3cc(OCc1ccccc1)ccc23)nc4c5)CC6)CC7,1,0,0,-11.466666666666669,23.92210817337036
51,51,O=C(Nc3cccc(Nc2nccc(c1cccnc1)n2)c3)C4CCCCC4,1,0,0,-10.166666666666666,19.520195960998535
52,52,COc5cc(Nc3c(C#N)cnc4cc(c2ccc(CN1CCN(C)CC1)cn2)sc34)c(Cl)cc5Cl,1,0,0,-10.0,28.8092782497406
53,53,Cc3cc(c1cc(O)ccc1Cl)cc4nnc(Nc2ccc(S(N)(=O)=O)cc2)nc34,1,0,0,-11.300000000000002,24.486207246780396
54,54,COc5cc4nccc(Oc3ccc2c(C(=O)NC1CC1)cccc2c3)c4cc5OC,1,0,0,-10.366666666666667,21.412193536758423
55,55,CN(C)C5CN(Cc4ccc(C(O)Nc3ccc(C)c(Nc2nccc(c1cncnc1)n2)c3)cc4C(F)(F)F)C5,1,0,0,-10.966666666666667,59.41525387763977
56,56,COc4cc(Nc2c(C#N)cnc3cc(OCC1CCCN(C)C1)c(OC)cc23)c(Cl)cc4Cl,1,0,0,-8.366666666666665,29.24671459197998
57,57,COc3cc2c(Nc1ccc(Br)cc1F)ncnc2cc3OCC4CCN(C)CC4,1,0,0,-9.166666666666666,22.191288232803345
58,58,CSc4cccc(Nc3ncc2cc(c1c(Cl)cccc1Cl)c(=O)n(C)c2n3)c4,1,0,0,-11.5,18.71206831932068
59,59,O=C(Nc3cccc(Nc2nccc(c1cccnc1)n2)c3)c4ccncc4,1,0,0,-8.833333333333334,20.069473266601562
60,60,C7CCN(C6CCN(c5ccc4[nH]c(c2n[nH]c3ccc(NCc1ccco1)cc23)nc4c5)CC6)CC7,1,0,0,-10.966666666666669,28.574201583862305
61,61,Oc4cccc(c2[nH]nc3ncnc(Nc1cccc(Cl)c1)c23)c4,1,0,0,-9.133333333333333,16.30642318725586
62,62,Nc3nc(SCC(=O)c1ccccc1)c(C#N)c(c2ccsc2)c3C#N,1,0,0,-8.0,19.93104362487793
63,63,CN(C)C[C@H]5CCN(Cc4ccc(C(O)Nc3ccc(C)c(Nc2nccc(c1cncnc1)n2)c3)cc4C(F)(F)F)C5,1,0,0,-9.833333333333334,84.79838490486145
64,64,Fc4ccc(Nc2ncnc3cc(OCCCN1CCOCC1)c(NC(=O)C=C)cc23)cc4Cl,1,0,0,-8.266666666666667,33.47025179862976
65,65,Cc3ccc(C(=O)Nc2cc(n1ccnc1)cc(C(F)(F)F)c2)cc3C#Cc4cnc5c(N)cccn45,1,0,0,-10.1,37.350677728652954
66,66,CC(C)(C)n2nc(c1ccc(Cl)cc1)c3c(N)ncnc23,1,0,0,-7.7,13.18266487121582
67,67,COc4cc3c(N[C@@H]1C[C@H]1c2ccccc2)c(C#N)cnc3cc4OCCCc5cccnc5,1,0,0,-8.700000000000001,31.8017635345459
68,68,CN4C(=O)N(c2cc(NC(=O)c1cccc(C(F)(F)F)c1)ccc2C)Cc5cnc(Nc3ccccc3)nc45,1,0,0,-10.9,31.559200763702393
69,69,CN(C)CCNC(=O)\C=C\c3ccc(\C=c2/oc1ccccc1n(C)c2=O)s3,1,0,0,-8.633333333333333,19.86712336540222
70,70,C7CCN(C6CCN(c5ccc4[nH]c(c2n[nH]c3ccc(NCc1ccccc1)cc23)nc4c5)CC6)CC7,1,0,0,-11.466666666666669,28.599729537963867
71,71,Cc3ccc(C(=O)Nc2cc(n1ccnc1)cc(C(F)(F)F)c2)cc3\C=C\n5cnc6c(NC4CC4)ncnc56,1,0,0,-10.799999999999999,41.597182512283325
72,72,CN5CCN(Cc4ccc(NC(=O)c3ccc(C)c(C#Cc1cnc2cccnn12)c3)cc4C(F)(F)F)CC5,1,0,0,-10.066666666666665,38.09510660171509
73,73,Nc3ncnc4n(C1CCCC1)cc(c2cccc(O)c2)c34,1,0,0,-9.3,16.11556077003479
74,74,Fc3ccc(CSc2nnc(NC(=O)c1ccc(F)cc1)s2)cc3,1,0,0,-8.9,17.53104257583618
75,75,CNC(=O)c4cc(Oc3ccc(NC(=O)Nc1cc(C(C)(C)C)nn1c2ccc(C)cc2)cc3)ccn4,1,0,0,-8.833333333333334,38.171549558639526
76,76,CN3C(=O)N(c2cc(NC(=O)c1cccc(C(F)(F)F)c1)ccc2C)Cc4cnc(N)nc34,1,0,0,-9.533333333333333,25.729921579360962
77,77,Cc1cccc(C)c1\C=C\n4cnc5c(Nc2ccc(P(C)(C)=O)cc2)nc(Oc3cccnc3)nc45,1,0,0,-10.433333333333334,30.224923372268677
78,78,Nc2[nH]cnc3nnc(c1ccc(Cl)cc1)c23,1,0,0,-8.666666666666666,11.854593992233276
79,79,Cc1cccc(C)c1\C=C\n4cnc5c(Nc2ccc(P(C)(C)=O)cc2)nc(N3CCCC3)nc45,1,0,0,-9.9,27.28095769882202
80,80,Fc4ccc(Sc3ccc2c(c1c(Cl)cccc1Cl)c(=O)ncn2n3)c(F)c4,1,0,0,-10.833333333333334,17.901692390441895
81,81,CNC(=O)c4nn(C)c5c3nc(Nc2ccc(N1CCN(C)CC1)cc2)ncc3CC(C)(C)c45,1,0,0,-10.466666666666667,21.67331600189209
82,82,CN4CCN(c3cc(Nc1cc(C)[nH]n1)nc(/C=C/c2ccccc2)n3)CC4,1,0,0,-9.066666666666666,18.127662658691406
83,83,COc4ccc3c(Cc2sc(NC(=O)c1cccs1)nc23)c4,1,0,0,-8.533333333333333,12.973852396011353
84,84,Cc2ccc(C(=O)Nc1cc(C(F)(F)F)ccn1)cc2\C=C\n3cnc4cncnc34,1,0,0,-9.933333333333334,23.36782145500183
85,85,CN(C)c4nc(N1CCOCC1)c3cnn(CC(Cl)c2ccccc2)c3n4,1,0,0,-8.233333333333333,18.725873231887817
86,86,CN5CCN(c4ccc3nc(c2c(N)c1c(F)cccc1[nH]c2=O)[nH]c3c4)CC5,1,0,0,-10.799999999999999,15.163785457611084
87,87,C8CCN(C7CCN(c6ccc5[nH]c(c3n[nH]c4ccc(NC2CCN(Cc1ccccc1)CC2)cc34)nc5c6)CC7)CC8,1,0,0,-11.133333333333333,42.166109800338745
88,88,CSc4nc(NCCc1ccccc1)c3cnn(CC(Cl)c2ccc(Cl)cc2)c3n4,1,0,0,-9.133333333333333,26.102583169937134
89,89,Cc1cccc(C)c1\C=C\n4cnc5c(Nc2ccc(P(C)(C)=O)cc2)nc(C3CCCC3)nc45,1,0,0,-10.0,26.704537630081177
90,90,CN(C)[C@@H]5CCN(Cc4ccc(NC(=O)c3ccc(C)c(C#Cc1cnc2ccccn12)c3)cc4C(F)(F)F)C5,1,0,0,-10.1,41.87861251831055
91,91,NCCCn3ccc4c(c2ccnc(Nc1cccc(OC(F)(F)C(F)F)c1)n2)cccc34,1,0,0,-9.433333333333334,34.33910799026489
92,92,Nc3ncnc4n(C1CCC1)cc(c2cccc(O)c2)c34,1,0,0,-8.4,14.660497903823853
93,93,CN5CCN(Cc4ccc(NC(=O)c3ccc(C)c(C#Cc2cnc1[nH]cnc1c2)c3)cc4C(F)(F)F)CC5,1,0,0,-10.166666666666666,36.96005606651306
94,94,CN5CCN(Cc4ccc(NC(=O)c3ccc(C)c(C#Cc2cnc1[nH]c(=O)[nH]c1c2)c3)cc4C(F)(F)F)CC5,1,0,0,-10.200000000000001,38.41424632072449
95,95,CN5CCN(c4nc(Nc1ccc(P(C)(C)=O)cc1)c3ncn(/C=C/c2c(C)cccc2C)c3n4)CC5,1,0,0,-10.066666666666665,28.7482008934021
96,96,Cc2ccc(C(=O)Nc1cc(C(F)(F)F)on1)cc2C#Cn4cnc5c(NC3CC3)cccc45,1,0,0,-10.0,29.30345058441162
97,97,COc4cc(Nc2c(C#N)cnc3cc(OCCCN1CCN(C)CC1)c(OC)cc23)c(Cl)cc4Cl,1,0,0,-8.333333333333334,35.037691831588745
98,98,Cn4c(Nc1ccc(C(F)(F)F)cc1)nc5cc(Oc3ccnc(c2ncc(C(F)(F)F)[nH]2)c3)ccc45,1,0,0,-10.9,31.516951322555542
99,99,CN5CCN(c4ccc(Nc3ncc(NC(=O)c2cc(NC(=O)c1cccc(C(F)(F)F)c1)ccc2C)cn3)cc4)CC5,1,0,0,-9.466666666666667,48.456170320510864
100,100,c1ccc(cc1)CO[C@H]2CCCC[C@@H]2NC(=O)[C@@H]3CC=CC[C@H]3C(=O)N4CCN(CC4)c5cccc[nH+]5,0,1,0,-9.866666666666667,33.52848148345947
101,101,Cc1nc2cc(c(cc2s1)N)n3ccc(n3)C(C)C,0,1,0,-8.633333333333333,13.744110107421875
102,102,CCOC(=O)c1ccccc1NC(=O)CSc2[nH]c(=O)c3c4c(sc3n2)C[C@@H](CC4)C(C)(C)C,0,1,0,-9.866666666666667,28.02498769760132
103,103,CC[NH+]1CCN(CC1)c2c3c4c(sc3nc(n2)SCc5ccc(cc5)[N+](=O)[O-])COC(C4)(C)C,0,1,0,-8.666666666666666,26.967302083969116
104,104,C/C(=N\N=C\1/NC(=O)[C@@H](S1)CC(=O)Nc2ccccc2Br)/c3ccc(cc3)[N+](=O)[O-],0,1,0,-9.433333333333334,26.127772092819214
105,105,Cc1ccc(cc1)C[NH+](Cc2ccc(o2)C(c3ccc(cc3)OC)(c4ccc(cc4)OC)O)C[C@H]5CCCO5,0,1,0,-9.9,47.56199312210083
106,106,Cc1ccccc1NC(=O)CSc2nc-3c(c(=O)n2Cc4ccco4)C5(CCCCC5)Cc6c3cccc6,0,1,0,-10.200000000000001,27.737080335617065
107,107,Cc1ccc(cc1C)N2[C@H]([C@H](C(=O)NC2=O)[C@@H]3c4c(c5ccccc5[nH]4)CCN3)O,0,1,0,-10.666666666666666,19.388643741607666
108,108,Cc1ccc(c(c1F)C(=O)N2C[C@@H](C3(C2)CC[NH2+]CC3)C(=O)NC[C@H](c4ccc(cc4)OC)[NH+](C)C)F,0,1,0,-11.266666666666666,35.15953803062439
109,109,CCOC(=O)N(C)c1ccc(cc1)NC(=O)NCCC2=CCCCC2,0,1,0,-9.133333333333333,18.92451238632202
110,110,C[C@@H]1C[NH+](C[C@H](O1)C)Cc2c(ccc3c2oc(c(c3=O)c4ccc(c(c4)OC)OC)C(F)(F)F)O,0,1,0,-8.433333333333334,29.21577286720276
111,111,CCC(C)(C)n1c(nnn1)[C@@H](C(C)C)[NH+](Cc2cc3cc(ccc3[nH]c2=O)OCC)C4CCCCC4,0,1,0,-9.033333333333333,39.24565052986145
112,112,Cc1cccc(c1)c2c3c(c4n2-c5ccccc5N[C@@H]4c6ccc(cc6O)C)n(c(=O)n(c3=O)C)C,0,1,0,-9.299999999999999,22.098963499069214
113,113,C[C@@H](C(=O)Nc1c(c2c(s1)CCC2)C(=O)N)OC(=O)c3ccc4c(c3)c(on4)c5ccccc5,0,1,0,-9.200000000000001,32.13104820251465
114,114,CCCOc1ccc(cc1OCC)[C@@H]2CN3C(=O)CN(C(=O)[C@@]3([C@@H]4C2=c5ccccc5=[NH+]4)C)C[C@@H]6CCCO6,0,1,0,-9.133333333333333,31.85504150390625
115,115,CC(C)(C)[C@H]1CCc2c(sc(c2C#N)NC(=O)COC(=O)c3cc(ccc3Cl)c4ccc(o4)C=O)C1,0,1,0,-9.533333333333333,35.20663499832153
116,116,CCCCCCN1C(=O)/C(=C\c2c(nc3c(cccn3c2=O)C)N4CCC(CC4)C(=O)N)/SC1=S,0,1,0,-7.8,32.0605890750885
117,117,CC(C)C[C@@H](C(=O)NC[C@@H]1CCCO1)NC(=O)[C@@H]2Cc3c4ccccc4[nH]c3[C@@H]5N2C(=O)c6c5cccc6,0,1,0,-9.366666666666667,31.06999444961548
118,118,CCOC(=O)c1c2c(sc1NC(=O)[C@H](C)Oc3cc(c(c(c3)C)Cl)C)C[C@@H](CC2)C,0,1,0,-8.4,24.02141284942627
119,119,COc1ccc2=[NH+][C@@H]3[C@@H](N(CCC3=c2c1)C(=O)Nc4ccccc4)c5ccc(c(c5)[N+](=O)[O-])Cl,0,1,0,-8.766666666666667,22.863117694854736
120,120,Cc1ccc(cc1)S(=O)(=O)c2ccc(o2)C(=O)NC[C@H](c3ccc(cc3)N(C)C)[NH+](C)C,0,1,0,-8.5,28.107855319976807
121,121,c1cc(c(cc1[N+](=O)[O-])F)[N-]S(=O)(=O)c2ccc(s2)C[NH3+],0,1,0,-8.066666666666666,17.58261513710022
122,122,C[C@@]1(CCCN(C1)C(=O)N2CCC[NH2+]CC2)C(=O)[O-],0,1,0,-7.866666666666667,10.078792095184326
123,123,C[C@@H](c1ccc(cc1)S(=O)(=O)C)NC(=O)C2CC[NH+](CC2)Cc3nc(no3)c4ccc(cc4)Cl,0,1,0,-8.433333333333334,31.35769486427307
124,124,C[C@H]1CCC[C@H]([C@@H]1C)NC(=O)NC(=O)COc2ccccc2C(=O)N,0,1,0,-9.033333333333333,18.183189153671265
125,125,Cn1cc(cn1)NS(=O)(=O)c2c(cc(cc2Cl)Cl)N,0,1,0,-8.066666666666668,14.73996114730835
126,126,CCOC(=O)c1c(cc(s1)NC(=O)C[NH+]2CCC[C@@H]2c3nc4ccccc4s3)C,0,1,0,-8.033333333333333,24.958148956298828
127,127,c1ccc2=[NH+]C(=O)[C@H](C=c2c1)C(=O)NNC(=O)CCCOc3ccc(cc3Cl)Cl,0,1,0,-9.266666666666667,26.54873752593994
128,128,CC1(C[C@H]2C[C@@](C1)(CN2S(=O)(=O)c3ccc(cc3)C(=O)Nc4c(c5c(s4)C[NH+](CC5)C)C(=O)N)C)C,0,1,0,-9.466666666666667,27.022396087646484
129,129,CCOc1ccc2c(c1)cc(c(=O)[nH]2)C[NH+](Cc3ccc(cc3)OC)Cc4nnnn4Cc5ccccc5,0,1,0,-9.200000000000001,48.34934091567993
130,130,CCNc1nc([n+]2c(n1)SC[C@]2(Nc3c(cc(cc3Cl)Cl)Cl)O)NCC,0,1,0,-6.766666666666667,23.16599416732788
131,131,c1cc(ccc1C2CCCCC2)S(=O)(=O)NC3CCN(CC3)C(=O)C4CCCCC4,0,1,0,-10.133333333333333,21.058815240859985
132,132,Cc1ccc(cc1N2C3=C([C@H](C(=C2N)C#N)c4cc(sc4C)C)C(=O)CC(C3)(C)C)[N+](=O)[O-],0,1,0,-8.466666666666667,27.154553174972534
133,133,C[C@H]1C(=O)N(C2([NH2+]1)CCN(CC2)S(=O)(=O)c3cccc(c3Cl)Cl)Cc4ccc5c(c4)OCO5,0,1,0,-9.333333333333334,23.82317280769348
134,134,Cc1ccc(c(c1N)C)NS(=O)(=O)c2cccc(c2)C#N,0,1,0,-9.700000000000001,14.75887656211853
135,135,CCC(C)(C)n1c(nnn1)[C@H](c2cc3cc(ccc3[nH]c2=O)C)[NH+](Cc4ccc(cc4)OC)Cc5ccco5,0,1,0,-9.799999999999999,44.65442681312561
136,136,COC(=O)[C@H]1CCCCN1Cc2ccc3c(c2)C[NH+](CCO3)Cc4cccc(c4)OCCO,0,1,0,-8.533333333333333,33.1542022228241
137,137,CCOC(=O)[C@@H]1CCC[NH+](C1)Cc2c(ccc3c2O/C(=C\c4ccc(c(c4)Cl)Cl)/C3=O)O,0,1,0,-8.066666666666666,25.536383867263794
138,138,Cc1ccc(cc1)C(=O)c2c3c(sc2NC(=O)Cn4c(=O)c(c(n(c4=O)C)N)N(C)C)CCCC3,0,1,0,-9.1,32.338717460632324
139,139,COc1ccc2=[NH+][C@H]3[C@@H](NCCC3=c2c1)c4ccc(c(c4)COc5ccccc5F)OC,0,1,0,-9.266666666666667,23.1122829914093
140,140,CC(C)c1ccc(cc1)[C@H]2C(=C(N=C3C2=C(CCC3)[O-])SCC(=O)Nc4nccs4)C#N,0,1,0,-8.466666666666667,28.47653102874756
141,141,C[C@]12CC[C@H](C1(C)C)C[C@H]2[NH2+]Cc3cc(c(c(c3)OC)OCC(=O)N)OC,0,1,0,-9.066666666666666,22.718981742858887
142,142,c1ccc2c(c1)[C@@]3([C@@H]4[C@H]([C@@H](N3)Cc5ccc(cc5)O)C(=O)N(C4=O)C[C@H]6CCCO6)C(=O)N2,0,1,0,-9.4,22.226165294647217
143,143,CCOC(=O)C1=C(N=c2n(c(=O)/c(=C/c3ccccc3O)/s2)[C@@H]1c4ccccc4OC(C)C)C,0,1,0,-8.133333333333333,30.631755113601685
144,144,CC1(CC2=C([C@@H](c3c(nc(=S)[nH]c3N2)N)c4ccc(cc4)[N+](=O)[O-])C(=O)C1)C,0,1,0,-8.4,17.38729953765869
145,145,CC1=C([C@H](C2=C(N1)C[C@H](CC2=O)c3cccs3)c4cc(c(c(c4)OC)OC)OC)C(=O)OC5CCCC5,0,1,0,-8.033333333333333,35.72378396987915
146,146,C[C@@H](C(=O)NC)NC(=O)[C@H]1CN(CC12CC[NH2+]CC2)C(=O)c3csc(c3OC)Cl,0,1,0,-7.933333333333333,20.733415842056274
147,147,COc1ccc(cc1)[C@H]2CC3=C([C@H](Nc4c(non4)N3)c5ccccc5F)C(=O)C2,0,1,0,-9.666666666666666,17.972290515899658
148,148,CC(C)COCCCNC(=O)N1CCN(CC1)S(=O)(=O)c2cccc(c2)Br,0,1,0,-7.233333333333333,23.36959481239319
149,149,CCc1ccccc1n2c(cc(n2)C(=O)N[C@H](C)C(=O)NN(C)c3ccccc3)c4ccc5c(c4)OCCO5,0,1,0,-9.666666666666666,37.896007776260376
150,150,CCOCCCNC(=O)[C@H]1CN(CC12CC[NH2+]CC2)C(=O)c3cccc4c3-c5ccccc5C4=O,0,1,0,-7.900000000000001,28.376359939575195
151,151,CC(C)NC(=O)N1Cc2c([nH+]c[nH]2)C[C@H]1C(=O)NCc3ccccc3,0,1,0,-7.766666666666666,16.75408673286438
152,152,CCOc1ccccc1CCNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4c(noc4C)C,0,1,0,-8.200000000000001,26.544549226760864
153,153,Cc1c(sc2c1c(ncn2)N[C@@H](C)C(=O)N3CC[C@@H]4CCCC[C@H]4C3)C,0,1,0,-8.700000000000001,16.202739477157593
154,154,Cc1c(cnn1c2ccc(cn2)C(F)(F)F)C(=O)/N=c/3\[nH]c4ccccc4n3C5CCCCC5,0,1,0,-10.299999999999999,22.023123025894165
155,155,Cc1cccc(c1C(=O)N)NC(=O)Cc2c(nc3cc(=O)[nH]n3c2C)C,0,1,0,-9.366666666666667,17.01803493499756
156,156,c1cc(ccc1[C@]2([C@H]([C@H](NC(=O)N2)c3ccc4c(c3)OCO4)C(=O)C(F)(F)F)O)F,0,1,0,-10.233333333333334,21.25206470489502
157,157,CCC(=O)Nc1ccc2c(c1)[C@@H]3C=CC[C@H]3[C@@H](N2)c4ccccc4[N+](=O)[O-],0,1,0,-9.200000000000001,16.63748335838318
158,158,CC[C@H](C(=O)Nc1c(c2c(s1)CCCC2)C(=O)N)OC(=O)c3cn(c4c(c3=O)ccc(n4)C)CC,0,1,0,-8.8,33.125816822052
159,159,c1c(nc(nc1N)S[C@H]2CCC[C@@H]2C#N)N,0,1,0,-7.566666666666667,15.715135335922241
160,160,c1ccc2c(c1)c(cc(n2)C3=C(c4ccccc4C3=O)[O-])NC(=O)CSC5[NH+]=c6ccccc6=[NH+]5,0,1,0,-10.533333333333333,27.20250105857849
